GPS_CODE,GPS variables,LOCATION,Country,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SWE,Sweden,2010,2010,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SWE,Sweden,2011,2011,IDX,Index,0,Units,,,102,f,This value has a note in the original table
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SWE,Sweden,2012,2012,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHE,Switzerland,2000,2000,IDX,Index,0,Units,,,104,f,This value has a note in the original table
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHE,Switzerland,2005,2005,IDX,Index,0,Units,,,100,f,This value has a note in the original table
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHE,Switzerland,2006,2006,IDX,Index,0,Units,,,100,f,This value has a note in the original table
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHE,Switzerland,2007,2007,IDX,Index,0,Units,,,99,f,This value has a note in the original table
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHE,Switzerland,2008,2008,IDX,Index,0,Units,,,99,f,This value has a note in the original table
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHE,Switzerland,2009,2009,IDX,Index,0,Units,,,101,f,This value has a note in the original table
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHE,Switzerland,2010,2010,IDX,Index,0,Units,,,100,f,This value has a note in the original table
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHE,Switzerland,2011,2011,IDX,Index,0,Units,,,100,f,This value has a note in the original table
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHE,Switzerland,2012,2012,IDX,Index,0,Units,,,100,f,This value has a note in the original table
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",TUR,Turkey,2000,2000,IDX,Index,0,Units,,,50,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",TUR,Turkey,2005,2005,IDX,Index,0,Units,,,100,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",TUR,Turkey,2006,2006,IDX,Index,0,Units,,,95,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",TUR,Turkey,2007,2007,IDX,Index,0,Units,,,99,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",TUR,Turkey,2008,2008,IDX,Index,0,Units,,,102,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",TUR,Turkey,2009,2009,IDX,Index,0,Units,,,107,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",TUR,Turkey,2010,2010,IDX,Index,0,Units,,,113,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",TUR,Turkey,2011,2011,IDX,Index,0,Units,,,109,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",TUR,Turkey,2012,2012,IDX,Index,0,Units,,,110,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",GBR,United Kingdom,2000,2000,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",GBR,United Kingdom,2005,2005,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",GBR,United Kingdom,2006,2006,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",GBR,United Kingdom,2007,2007,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",GBR,United Kingdom,2008,2008,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",GBR,United Kingdom,2009,2009,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",GBR,United Kingdom,2010,2010,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",GBR,United Kingdom,2011,2011,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",GBR,United Kingdom,2012,2012,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",USA,United States,2000,2000,IDX,Index,0,Units,,,102,f,This value has a note in the original table
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",USA,United States,2005,2005,IDX,Index,0,Units,,,100,f,This value has a note in the original table
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",USA,United States,2006,2006,IDX,Index,0,Units,,,101,f,This value has a note in the original table
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",USA,United States,2007,2007,IDX,Index,0,Units,,,101,f,This value has a note in the original table
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",USA,United States,2008,2008,IDX,Index,0,Units,,,106,f,This value has a note in the original table
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",USA,United States,2009,2009,IDX,Index,0,Units,,,106,f,This value has a note in the original table
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",USA,United States,2010,2010,IDX,Index,0,Units,,,106,f,This value has a note in the original table
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",USA,United States,2011,2011,IDX,Index,0,Units,,,106,f,This value has a note in the original table
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",USA,United States,2012,2012,IDX,Index,0,Units,,,104,f,This value has a note in the original table
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ARG,Argentina,2000,2000,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ARG,Argentina,2005,2005,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ARG,Argentina,2006,2006,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ARG,Argentina,2007,2007,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ARG,Argentina,2008,2008,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ARG,Argentina,2009,2009,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ARG,Argentina,2010,2010,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ARG,Argentina,2011,2011,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ARG,Argentina,2012,2012,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",BRA,Brazil,2000,2000,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",BRA,Brazil,2005,2005,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",BRA,Brazil,2006,2006,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",BRA,Brazil,2007,2007,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",BRA,Brazil,2008,2008,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",BRA,Brazil,2009,2009,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",BRA,Brazil,2010,2010,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",BRA,Brazil,2011,2011,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",BRA,Brazil,2012,2012,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHL,Chile,2000,2000,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHL,Chile,2005,2005,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHL,Chile,2006,2006,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHL,Chile,2007,2007,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHL,Chile,2008,2008,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHL,Chile,2009,2009,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHL,Chile,2010,2010,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHL,Chile,2011,2011,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHL,Chile,2012,2012,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHN,China (People's Republic of),2000,2000,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHN,China (People's Republic of),2005,2005,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHN,China (People's Republic of),2006,2006,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHN,China (People's Republic of),2007,2007,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHN,China (People's Republic of),2008,2008,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHN,China (People's Republic of),2009,2009,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHN,China (People's Republic of),2010,2010,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHN,China (People's Republic of),2011,2011,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",CHN,China (People's Republic of),2012,2012,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",COL,Colombia,2000,2000,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",COL,Colombia,2005,2005,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",COL,Colombia,2006,2006,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",COL,Colombia,2007,2007,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",COL,Colombia,2008,2008,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",COL,Colombia,2009,2009,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",COL,Colombia,2010,2010,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",COL,Colombia,2011,2011,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",COL,Colombia,2012,2012,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",EST,Estonia,2000,2000,IDX,Index,0,Units,,,84,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",EST,Estonia,2005,2005,IDX,Index,0,Units,,,100,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",EST,Estonia,2006,2006,IDX,Index,0,Units,,,110,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",EST,Estonia,2007,2007,IDX,Index,0,Units,,,123,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",EST,Estonia,2008,2008,IDX,Index,0,Units,,,138,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",EST,Estonia,2009,2009,IDX,Index,0,Units,,,148,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",EST,Estonia,2010,2010,IDX,Index,0,Units,,,141,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",EST,Estonia,2011,2011,IDX,Index,0,Units,,,136,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",EST,Estonia,2012,2012,IDX,Index,0,Units,,,131,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",IND,India,2000,2000,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",IND,India,2005,2005,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",IND,India,2006,2006,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",IND,India,2007,2007,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",IND,India,2008,2008,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",IND,India,2009,2009,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",IND,India,2010,2010,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",IND,India,2011,2011,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",IND,India,2012,2012,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",IDN,Indonesia,2000,2000,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",IDN,Indonesia,2005,2005,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",IDN,Indonesia,2006,2006,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",IDN,Indonesia,2007,2007,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",IDN,Indonesia,2008,2008,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",IDN,Indonesia,2009,2009,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",IDN,Indonesia,2010,2010,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",IDN,Indonesia,2011,2011,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",IDN,Indonesia,2012,2012,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ISR,Israel,2000,2000,IDX,Index,0,Units,,,101,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ISR,Israel,2005,2005,IDX,Index,0,Units,,,100,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ISR,Israel,2006,2006,IDX,Index,0,Units,,,103,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ISR,Israel,2007,2007,IDX,Index,0,Units,,,103,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ISR,Israel,2008,2008,IDX,Index,0,Units,,,110,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ISR,Israel,2009,2009,IDX,Index,0,Units,,,104,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ISR,Israel,2010,2010,IDX,Index,0,Units,,,103,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ISR,Israel,2011,2011,IDX,Index,0,Units,,,102,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ISR,Israel,2012,2012,IDX,Index,0,Units,,,114,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",LVA,Latvia,2000,2000,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",LVA,Latvia,2005,2005,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",LVA,Latvia,2006,2006,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",LVA,Latvia,2007,2007,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",LVA,Latvia,2008,2008,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",LVA,Latvia,2009,2009,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",LVA,Latvia,2010,2010,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",LVA,Latvia,2011,2011,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",LVA,Latvia,2012,2012,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",RUS,Russia,2000,2000,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",RUS,Russia,2005,2005,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",RUS,Russia,2006,2006,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",RUS,Russia,2007,2007,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",RUS,Russia,2008,2008,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",RUS,Russia,2009,2009,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",RUS,Russia,2010,2010,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",RUS,Russia,2011,2011,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",RUS,Russia,2012,2012,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SAU,Saudi Arabia,2000,2000,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SAU,Saudi Arabia,2005,2005,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SAU,Saudi Arabia,2006,2006,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SAU,Saudi Arabia,2007,2007,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SAU,Saudi Arabia,2008,2008,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SAU,Saudi Arabia,2009,2009,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SAU,Saudi Arabia,2010,2010,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SAU,Saudi Arabia,2011,2011,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SAU,Saudi Arabia,2012,2012,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SVN,Slovenia,2000,2000,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SVN,Slovenia,2005,2005,IDX,Index,0,Units,,,100,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SVN,Slovenia,2006,2006,IDX,Index,0,Units,,,104,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SVN,Slovenia,2007,2007,IDX,Index,0,Units,,,106,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SVN,Slovenia,2008,2008,IDX,Index,0,Units,,,105,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SVN,Slovenia,2009,2009,IDX,Index,0,Units,,,109,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SVN,Slovenia,2010,2010,IDX,Index,0,Units,,,108,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SVN,Slovenia,2011,2011,IDX,Index,0,Units,,,107,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",SVN,Slovenia,2012,2012,IDX,Index,0,Units,,,104,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ZAF,South Africa,2000,2000,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ZAF,South Africa,2005,2005,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ZAF,South Africa,2006,2006,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ZAF,South Africa,2007,2007,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ZAF,South Africa,2008,2008,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ZAF,South Africa,2009,2009,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ZAF,South Africa,2010,2010,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ZAF,South Africa,2011,2011,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",ZAF,South Africa,2012,2012,IDX,Index,0,Units,,,,m,Missing value
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",OAVG,OECD - Average,2000,2000,IDX,Index,0,Units,,,89,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",OAVG,OECD - Average,2005,2005,IDX,Index,0,Units,,,100,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",OAVG,OECD - Average,2006,2006,IDX,Index,0,Units,,,101,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",OAVG,OECD - Average,2007,2007,IDX,Index,0,Units,,,102,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",OAVG,OECD - Average,2008,2008,IDX,Index,0,Units,,,103,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",OAVG,OECD - Average,2009,2009,IDX,Index,0,Units,,,105,,
D030,"Change in statutory teachers' salaries, 15 years of experience, minimum training, upper secondary education (2005=100)",OAVG,OECD - Average,2010,2010,IDX,Index,0,Units,,,104,,
